,text
2542,ik heb een dik gewricht
2543,ik heb een dikke knie en koorts
2544,ik heb een dikke knie pijnlijk met bewegen
2545,ik heb last van mijn linkerheup ben bij de fysio geweest maar ik merk nog geen verbetering 
2546,ik heb mijn schouder overbelast met tennis ik heb er al meer dan een maand last van 
2547,ik heb nu al een maand last van dikke gewrichten in mijn hand en arm aan beide kanten 
2548,ik heb veel pijn aan mn knie ondanks dat ik rustig aan doe en pijnstillers krijg houd ik veel last 
2549,ik kan mijn knie niet goed meer strekken hij is ook dik 
2550,ik kan opeens mijn schouder gewricht niet meer goed bewegen het is pijnlijk en stijf kan dit een frozen shoulder zijn 
2551,ik meerdere gezwollen gewrichten
2552,ik voel me niet lekker voel me koortsig ik kan mijn rechterheup niet goed bewegen en ik heb pijn als ik erop sta 
2553,mijn knie is dik
2554,mijn knie is gezwollen
2555,mijn teengewricht is heel pijnlijk en dik 
2556,na mijn knieoperatie is het nooit meer gelukt om mijn knie helemaal te buigen
2557,zwelling
2558,als ik in het bos loop moet ik zoveel niezen 
2559,ik ben al jaren verkouden kan ik daar wat aan doen 
2560,ik ben allergisch voor katten ik merk het meteen dan moet ik de hele tijd niezen 
2561,ik gebruik anti hooikoorts medicatie maar het helpt helemaal niks als ik een stukje heb gefietst kom ik aan met hele rode ogen alsof ik net gehuild heb 
2562,ik heb een gat in mijn neustussenschot 
2563,ik heb een haakneus en dat vind ik niet mooi kunt u me doorverwijzen voor plastische chirurgie 
2564,ik heb een klap op mijn neus gehad nu staat hij scheef kan hij weer recht 
2565,ik heb elk voorjaar zoveel last van een loopneus en geirriteerde ogen 
2566,ik heb veel klachten van mijn neus kan dit komen doordat ik een keer cocaine heb gebruikt 
2567,ik heb zoveel last van mijn neus zou het komen door het gebruik van betablokkers die ik toendertijd ben gestart 
2568,ik loop de hele dag te snotteren
2569,ik loop de hele dag te snotteren 
2570,ik moet steeds niezen
2571,hooikoorts
2572,kan het zijn dat ik een poliep in mijn neus heb volgens mijn dochter heb ik een piepende ademhaling als ik door mijn neus adem verder heb ik ook het gevoel dat ik mijn neus zo vaak moet ophalen 
2573,mijn ene neusgat is veel kleiner dan de andere hierdoor heb ik soms het gevoel dat ik heel moeilijk adem kan halen 
2574,mijn ene neusgat zit dicht 
2575,ondanks gebruik van neussprays zit mijn neus de hele tijd dicht mega irritant 
2576,sinds ik zwanger ben ben ik al verkouden mn neus zit dicht 
2577,zonder neusspray kom ik de dag niet door ik gebruik nu al een paar maanden deze neusspray ik heb niet het idee dat het beter gaat maar als ik stop worden mijn klachten nog erger 
2578,neusklachten
2579,ik heb last van hevige pijn in mijn nek
2580,ik ben erg bleekjes en heb een erg stijve nek
2581,ik heb 30 graden koorts en last van meerdere bloeduitstortingen in mijn nek
2582,ik heb een stijve nek en 38 graden koorts
2583,ik heb heel erg last van mijn nek ik kan mijn hoofd niet eens meer bewegen
2584,ik heb hevige nekpijn
2585,ik heb last van een soort rare plekjes in mijn nek en heb ook nog koorts
2586,ik heb last van nekklachten en voel me ook niet zo goed
2587,ik heb last van paarse vlekken in mijn nek en wordt ook steeds meer bleekjes
2588,ik heb last van paarse vlekken op mijn nek daarnaast heb ik ook koorts
2589,ik heb last van rode vlekjes in mijn nek en voel me ook niet zo lekker
2590,ik heb sinds vanmorgen last van mijn nek en lijk ik ook het gevoel in mijn armen kwijt te raken
2591,ik heb uit het niets last van een heftige hoofdpijn
2592,ik voel me niet lekker en heb last van pijn in mijn nek
2593,ik voel niks meer in mijn armen
2594,last van mijn nek
2595,last van nekklachten en erg misselijk
2596,mijn nek voelt er stijf aan
2597,mijn spieren trekken samen en ik heb ook nog een koorts
2598,mijn spieren trekken telkens samen
2599,pijn aan mijn nek
2600,sinds kort kan ik mijn armen niet meer bewegen
2601,uit het niet heb ik hevige hoofdpijn
2602,nekklacht
2603,nekklachten
2604,heb ik een keel onsteking 
2605,het doet erg pijn aan mij keel als ik mijn mond open en sluit
2606,ik ben zanger en heb een zere keel
2607,ik heb al een maand erg veel last bij het slikken
2608,ik heb al weken lang een erg pijnlijke keel
2609,ik heb een keelontsteking
2610,ik heb gezoend met iemand met de ziekte van pfeiffer en nu heb ik opeens ook veel last van mijn keel opgezette klieren in mijn hals doen zeer ook slikken gaat minder makkelijk als eerder 
2611,ik heb griep en een opgezette keel
2612,ik heb steeds een irritant kuchje en nu ook last van keelpijn
2613,ik kan niet meer slikken
2614,ik kwijl de laaste tijd veel en ben zwaar ademig
2615,ik moet veel praten voor mijn werk en nu kan ik alleen nog maar fluisteren en doet mijn keel pijn
2616,ik voel me niet lekker en mijn keel is pijnlijk
2617,keelpijn
2618,keelpijn bij kauwen
2619,mijn kind heeft een legoblokje ingeslikt en ademt moeilijk
2620,piepende ademhaling plus kwijl
2621,pijn aan de keel
2622,pijn bij slikken
2623,slikken doet pijnlijke
2624,keelklacht
2625,keelklachten
2626,buik
2627,buikholte
2628,frontale botsing met een boom stomptrauma tegen de buik vermoeden inwendig letsel 
2629,ik heb buikpijn
2630,ik heb een stomp in mijn buik gehad
2631,in mijn buik gestoken
2632,intense buikpijn na val
2633,maag
2634,mijn kind is gevallen en heeft veel pijn in de buik net onder de ribben maar ook schouderpijn ondanks dat hij niet op zijn schouder is gevallen 
2635,mijn kind ligt met opgetrokken benen is angstig en onrustig 
2636,na ongeval gevoel alsof ik flauw val 
2637,schotwond in mijn buik
2638,steekwond
2639,stomp in mijn buik plas nu bloed
2640,stuur in mijn buik gehad bij val op de fiets ik heb nu roodgekleurde urine 
2641,trap in mijn buik gehad en 38 weken zwanger
2642,uitgegleden met de scooter en tegen een paaltje terecht gekomen met mijn buik 
2643,van de trap gevallen ga bijna bevallen veel pijn in mijn buik 
2644,vriend heeft stuur in zijn buik gehad nu buikpijn zweten en voelt zich heel slecht 
2645,trauma buik
2646,de huid rond de lippen van mijn dochter is rood en geirriteerd ze likt steeds haar aan haar lippen 
2647,doordat haar ellebogen zo jeuken heeft ze alles opgehaald
2648,heb een slechte huid gebruik veel foundation en ik denk dat mijn huid daar alleen maar slechter van wordt veel last van oneffenheden en puistjes vooral rond mijn ogen en mijn mond 
2649,heb last van pukkeltjes en schilfering rond mijn mond sinds ik een corticosteroiden creme gebruik het verbeterde eerst mijn acne maar nu houden de klachten steeds maar aan 
2650,hele droge huid en rode schilferende plekken
2651,het begon met lichte jeuk en een beetje een branderig gevoel ik zag dat er plotseling blaasjes waren ontstaan en nu zijn dit pijnlijke kloven geworden wat is dit 
2652,ik ben allergisch en heb ook veel huidproblemen
2653,ik had ineens een aantal weken geleden gekke blaasjes gevuld met vocht in mn handpalm het leek eindelijk weg te trekken maar nu komen er weer nieuwe 
2654,ik heb een erg droge huid
2655,ik heb een rode en schilferende plek in mijn nekplooi 
2656,ik heb in mijn haarlijn jeukende huiduitslag het is rood en er zitten gelige vette schilfertjes op het wordt erger in de kou 
2657,ik heb last van astma en last van mijn huid
2658,ik heb last van eczeem
2659,ik heb last van rode plekken op mijn huid
2660,ik heb last van schilferende plekken
2661,ik heb ronde rode schilferende plekken met een in het midden een verharding soms komt er gelig wondvocht uit dat droogt dan op het jeukt heel erg 
2662,ik heb schilfertjes op de zijkanten van mijn vingers 
2663,ik heb uitslag in mijn ellebogen en knieholten 
2664,ik heb vettige schilfers op mijn hoofd en vooral rond mijn wenkbrauwen en haarlijn 
2665,ik heb zo veel jeuk aan mn lichaam ik heb ook verspreid over mijn lichaam allemaal rode droge plekken als kind had ik veel last van astma 
2666,ik werk als kapper en heb hele droge en geirriteerde handen hierdoor zit er zelfs soms scheurtjes in de huid mijn huid lijkt heel dun 
2667,ik heb al meerdere dagen koorts
2668,mijn kind heeft rode jeukende plekken in zijn knieholten het jeukt heel erg
2669,rode geirriteerde plekken op mijn handpalmen soms met kleine blaren erop 
2670,ronde eczeem plekken jeukt als een malle word er gek van 
2671,van kind af aan heb ik altijd al veel last gehad van eczeem
2672,vettige velletjes op mijn hoofd en mn rug heel lelijk hoe kom ik er vanaf 
2673,voor mijn werk zijn mijn handen altijd nat ik merk dat ik daar niet meer tegen kan 
2674,erytheem
2675,bloed uit het oor na harde klap tegen het gezicht 
2676,de huid van mijn linker wang voelt anders dan aan de rechterkant
2677,frontale botsing op voetbal veld tijdens koppen tegen tegenstander aangekomen maar nu reageert hij niet meer 
2678,gebruik bloedverdunners gevallen de wond bij mn wenkbrauw blijft maar bloeden 
2679,gevallen op het gezicht wat nu helemaal opzet 
2680,gevochten nu een blauw en dik oog 
2681,het is vandaag glad buiten oude man is uitgegleden en kon zich niet goed opvangen met zijn handen vol op zijn gezicht gevallen allemaal bloed overal 
2682,ik denk dat mijn tand is afgebroken
2683,ik denk dat mijn tand kapot is
2684,ik een stomp in mijn gezicht gehad
2685,ik heb een bal in mijn gezicht gehad met voetbal nu heb ik een bloedneus die niet stopt
2686,ik heb een bloedneus zit al een halfuur voorover maar er blijft maar bloed komen 
2687,ik heb een doof gevoel in mijn wang nadat ik tegen het keukenkastje ben gelopen 
2688,ik heb een vreemd gevoel in mijn wang 
2689,ik heb een wond in mijn gezicht
2690,ik heb tintelingen in mijn wang
2691,ik kan mijn mond niet meer openen 
2692,ik kan niet meer eten vanwege de pijn in mijn kaak
2693,ik kan niet meer scherp zien nadat ik op mijn gezicht ben gevallen 
2694,ik kijk scheel nadat ik hard ten val ben gekomen met motorcrossen 
2695,ik zie dubbel na een klap op mijn hoofd 
2696,kan niet meer normaal kauwen erg veel pijn na fietsongeluk 
2697,kapot bierglas in zijn gezicht geduwd gekregen 
2698,klap tegen mijn kaak gehad en nu zit mn tand los 
2699,met boksen vol in mijn gezicht geraakt nu is mijn linker wang onder het oog helemaal aan het opzwellen 
2700,met de racefiets een ongeluk gehad met ongeveer 30 km per uur tegen een stilstaande auto aangereden grote wond in het gezicht 
2701,mijn bloedneus is niet te stelpen blijft maar bloeden 
2702,mijn opa is voorover op zijn gezicht gevallen 
2703,mn kiezen zitten los 
2704,mn tand zit los nadat ik van de trap ben gevallen 
2705,mn tand zit los 
2706,oma is uitgegleden over een kleedje en is met haar gezicht tegen een kastje aangekomen 
2707,ongeluk gehad gisteravond en nu sta ik op met een heel gezwollen gezicht
2708,op een bootje door de grachten heeft een van de passagiers zn hoofd vol gestoten tegen de brug
2709,reageert niet meer na harde knal tegen het gezicht 
2710,steekwond in zijn wang 
2711,tegen kastje aangelopen gebruik bloedverdunners en het blijft maar bloeden 
2712,van de trap gevallen op mijn gezicht 
2713,vocht uit zijn oor na val op het gezicht 
2714,trauma aangezicht
2715,3 weken zwanger en vaginale bloeding moet ik me zorgen maken
2716,altijd buikpijn als ik pannenkoeken heb gegeten 
2717,bloed overgeven gepaard met maagklachten
2718,buik krampen en geef al twee dagen lang over 
2719,buikkrampern
2720,buikpijn
2721,buikpijn plus koorts
2722,doordeweeks heb ik steeds zo n last van mijn buik op vakantie of ook zelfs al in het weekend heb ik minder last van buikpijn ik snap echt niet hoe dat nu komt misschien het eten op school de laatste tijd hebben we heel veel tentamens op school gehad deze gingen niet zo heel goed 
2723,er zit bloed bij mij grote boodschap
2724,er zit bloed in mijn braaksel
2725,gisteren chinees besteld en daarna de hele avond op de wc gezeten ben er nog misselijk van 
2726,gisteren gefrituurd krampen in mijn buik 
2727,het is weer die tijd van de maand krampen in mijn buik ik blijf vandaag maar thuis kruik tegen mijn buik helpt dan altijd wel iets 
2728,hoge koorts
2729,ik heb koorts en heb ook moeite met ademhalen
2730,ik ben 14 weken zwanger en heb buik krampen
2731,ik ben zwanger heb vaginale bloedingen 4 weken zwanger 
2732,ik bloed daar beneden ben zwanger wat moet ik doen 
2733,ik denk dat ik iets verkeerds heb gegeten vannacht moest ik ineens spugen en komt het er van alle kanten uit als het er dan uit is gaat het weer even tussendoor heb ik steeds last van krampen in mijn buik 
2734,ik heb 30 graden koorts
2735,ik heb de laatste tijd vaak last van hele heftige steken in mijn buik
2736,ik heb een enorm opgeblazen gevoel heel vervelend ik moet dan echt even mijn broek wat losser doen ik eet tegenwoordig geen vlees meer maar ter vervanging eet ik dan vaak bonen en linzen 
2737,ik heb een heftige buikpuin het voelt hetzelfd als toen ik mijn aneurisme had
2738,ik heb een knoop in mijn maag als ik alleen al denk aan maandag dan begint alles weer 
2739,ik heb een vaginale bloeding terwijl ik zwanger ben 10 weken heb wel laats een echo gehad
2740,ik heb een zwangerschap test gedaan die is positief maar ben nu toch ongesteld kan dit 
2741,ik heb erg last van mijn buik verder is mijn ontlasting donker en een rare consistentie 
2742,ik heb heftige kramen en bloed bij het kotsen
2743,ik heb heftige maag klachten en heel erg misselijk plus al drie dagen 8 per dag overgeven 
2744,ik heb hele heftige buik krampen en kan niet stoppen met overgeven er is ook veel bloed in mijn kots
2745,ik heb het gevoel dat ik flauw val verder heb ik ook erg last van mijn buik 
2746,ik heb last van aambeien de dokter heeft gezegd dat ik niet zo hard meer mag persen maar het wil er anders niet uit 
2747,ik heb na de maaltijd altijd zo n zwaar gevoel in mijn maag dat voelt echt helemaal niet fijn 
2748,ik heb sinds de laatste tijd hele heftige buik krampen
2749,ik heb zoveel last van krampen in mijn onderbuik de dagen voordat ik ongesteld moet worden soms ook in mijn rug 
2750,ik heb zwarte poep 
2751,ik kan niet stoppen met eten ik schep een paar keer op heb zo n honger daarna buikpijn 
2752,ik moet overgeven en voel me erg duizelijg
2753,ik sinds mijn laatste echo een vaginale bloeding gehad ik ben 4 weken zwanger 
2754,ik voel dat ik ongesteld moet worden ik voel dat altijd doordat ik dan kramp in mijn buik krijg wat dan doortrekt naar mijn rug 
2755,ik voel me de hele tijd zo opgeblazen een naar gevoel in mijn buik en dan wil ik wel naar de wc maar meestal komt het dan niet of ik moet heel hard persen 
2756,in de middag heb ik vaak een veel dikkere buik dan in de ochtend merk dat strakke broeken dan ook echt niet lekker zitten kan het zijn door wat ik heb gegeten moet ook veel winden laten 
2757,last van buik
2758,maagkrampen die elke keer heftiger words
2759,mijn poep is donker van kleur en stinkt heel erg 
2760,misselijk buikpijn en overgeven ik werk in een kinderdag verblijf denk dat ik iets heb opgelopen er waren ook veel kinderen niet lekker vandaag 
2761,moet een knoopje los doen mn hele buik zet uit na de kaasfondue 
2762,steken in mijn buik
2763,symptomen van aneurysim gepaard met heftige buikpijn 
2764,als puber had ik veel last van puistjes nu heb ik allemaal lelijke putten in mijn wang 
2765,iedereen in mijn familie heeft veel last gehad van puistjes 
2766,ik gebruik medicatie vanwege een depressie ik word helemaal gek van de bijwerkingen heb opeens super veel pukkeltjes 
2767,ik heb eerder nooit puistjes gehad en nu opeens krijg ik er last van terwijl iedereen er juist vanaf komt nu 
2768,ik heb haar op mijn gezicht wat daar als vrouw niet hoort ik word maar een aantal keer per jaar ongesteld 
2769,ik heb haargroei op mijn gezicht
2770,ik heb last van mee eters
2771,ik heb last van puistjes
2772,ik heb littekens op mijn gezicht van alle pukkeltjes die ik heb gehad 
2773,ik heb puisten
2774,ik heb pukkels
2775,ik kan me niet goed scheren door alle puistjes op mijn gezicht
2776,ik sport superveel en gebruik supplementen sindsdien heb ik veel last van puisten ze zitten op mijn rug en armen 
2777,ik word heel onregelmatig ongesteld
2778,ik zweet veel en heb pukkels
2779,krijg ik littekens van het uitdrukken van mijn puistjes
2780,mijn broers en zussen hadden ook veel last van acne
2781,mijn zoon is flink aan het groeien maar heeft nu ook veel last van puistjes op zijn gezicht en zijn rug 
2782,wij hebben allemaal een hele vette huid zouden we daarom meer kans hebben op pukkels
2783,acne
2784,ik heb last van acne
2785,puistjes
2786,de randen van mijn oogleden lijken opgezet
2787,ik heb er al alles aan gedaan ik maak mijn ogen schoon met natte watjes en ik gebruik oogdruppels maar toch houd ik rode geirriteerde oogleden 
2788,ik heb heel veel last van geirriteerde ogen het is mij opgevallen dat een deel van mijn ooglid naar buiten hangt aan een kant 
2789,ik heb hele droge ogen
2790,ik heb hele rode wangen en een rode neus dit is rond mijn dertigste begonnen 
2791,ik heb jeuk aan mijn ogen
2792,ik heb ontstoken oogleden
2793,ik heb opgezwollen oogleden 
2794,ik heb schilfering in mijn haarlijn soms zitten er gele korstjes op
2795,ik maak mijn ogen schoon zoals het hoort maar ik houd dezelfde klachten 
2796,ik moet steeds knipperen omdat mijn ogen zo droog zijn
2797,ik zie dat de binnenkant van mijn ooglid naar buiten klapt
2798,mijn oogleden zien er rood en dik uit 
2799,mijn oogleden zijn rood en geirriteerd
2800,mijn wimpers schuren tegen mijn ogen aan 
2801,mijn wimpers vallen uit 
2802,ontstoken oogleden
2803,borstpijn
2804,drukkende pijn op de borst
2805,ik heb al een maand erg veel last van borst als ik actief ben heb ik oook pijn in mijn kaak en rug 
2806,ik heb constant een drukkend gevoel wanneer ik adem moet halen
2807,ik heb het gevoel dan mijn borstpijn elke keer wat achteruit gaat
2808,ik heb opeens een beklemmend gewoon midden in mijn borst zodra ik actief wordt gaat dit ook naar mijn kaak 
2809,in het verleden hartinfact gehad nu weer pijn
2810,kan de pijn in mijn borst temaken hebbe met mijn diabetes
2811,stekende pijn op de borst
2812,beklemmend gevoel op de borst
2813,als ik diep zucht heb ik pijn op mijn borst verder heb ik ook een benauwd gevoel en moet ik veel hoesten 
2814,als ik heb gegeten neemt de pijn op mijn borst wel iets af 
2815,als ik hoest heb ik last van een stekende pijn op de borst
2816,als ik op mijn borst lig heb ik een pijnlijk gevoel 
2817,bij elke ademhaling voel ik een scherpe pijn op mijn borst de pijn is de hele tijd aanwezig maar wordt erger bij diep inademen en bij bewegingen 
2818,ik heb pijn op mijn borst vooral als ik vooroverbuig of als ik lig
2819,bij mijn paniekaanvallen heb ik een stekende pijn op de borst dan raak ik alleen maar meer in paniek kan het niet toch met mijn hart te maken hebben 
2820,ik ben al een aantal dagen thuis vanwege de griep en heb sinds vanmorgen een bedrukkend gevoel op mijn borst 
2821,ik ben sneller aan het ademen dan anders buiten adem veel aan het hoesten en heb ook pijn op mijn borst als ik diep inadem 
2822,ik ben superverkouden kan je daarbij ook pijn op je borst krijgen 
2823,ik had opeens last van pijn op mijn borst en toen was ik ook gelijk benauwd 
2824,ik heb de laatste tijd van die aanvallen dat ik geen lucht krijg en een heel beklemmend gevoel op de borst 
2825,ik heb de laatste tijd veel last van een naar gevoel op mijn borst heb ook veel last van maagzuur klachten op mijn borst komen altijd een paar uur na het eten 
2826,ik heb een longontsteking ademen en hoesten doen zo n pijn ik voel het als steken op mijn borst 
2827,ik heb jeuk op een bepaald gebied op mijn borst er lijken ook vlekjes en blaasjes te zitten 
2828,ik heb last van pijn op de borst het lijkt wel alsof mijn ribben gekneusd zijn
2829,ik heb pijn aan een kant van mijn ribbenkast er zitten ook vlekjes en blaasjes
2830,ik heb pijn op de borst en als ik beweeg neemt het toe
2831,ik heb pijn op de borst vooral als ik erop druk 
2832,ik moest het podium op en net daarvoor kreeg ik een stekende pijn op de borst de dokter vertelde me dat dit goed hyperventilatie kon zijn 
2833,ik voel een hevige stekende pijn midden op mijn borstbeen als ik daar druk doet het nog meer pijn ook is hoesten erg pijnlijk 
2834,koorts
2835,ben bijna aan het einde van mijn zwangerschap elke dag last van mijn rug 
2836,erg veel last van mijn bekken kan niet normaal een stukje lopen
2837,ga wel tien keer naar de wc om te plassen
2838,heb veel last van opkomend maagzuur 
2839,het lijkt alsof ik in mijn broek heb geplast
2840,ik ben 30 weken zwanger en heb volgens mij regelmatige weeen 
2841,ik ben helemaal opgezwollen tijdens mijn zwangerschap
2842,ik ben in de ochtenden zo misselijk hoop dat dit weer voorbij gaat 
2843,ik ben thuis en sta nu op het punt te gaan bevallen
2844,ik ben zo moe kan wel de hele dag slapen 
2845,ik ben zwanger
2846,ik blijf de hele tijd bloedverlies houden 
2847,ik heb al een paar dagen wat bloedverlies 
2848,ik heb bloed verloren ben 16 weken zwanger heb ik nu een miskraam gehad 
2849,ik heb dikke opgezette onderbenen en voeten 
2850,ik heb donkere vlekken op mijn huid
2851,ik heb een dik hoofd 
2852,ik heb een gekke bobbel bij mn poepgat gaat dit na de zwangerschap weer weg 
2853,ik heb een opgezette buik
2854,ik heb een pijnlijke zwelling bij mn anus
2855,ik heb enorme kramp in mijn buik 
2856,ik heb hele heftige stekende pijn boven in mijn buik ben ook misselijk een keer moeten overgeven 
2857,ik heb het gevoel alsof er een strakke pijnlijke band om mijn hoofd zit 
2858,ik heb intense hoofdpijn wat niet minder wordt door paracetamol te nemen 
2859,ik heb jeuk
2860,ik heb klachten tijdens mijn zwangerschap
2861,ik heb koorts 
2862,ik heb last van obstipatie en aambeien
2863,ik heb meer afscheiding dan normaal
2864,ik heb mijn kindje niet meer voelen schoppen sinds gisteren
2865,ik heb om de zoveel minuten harde buiken 
2866,ik heb overal jeuk word er helemaal gek van
2867,ik heb pijnlijke en moeie benen 
2868,ik heb regelmatige weeen volgens mij ga ik bevallen 
2869,ik heb spataderen gekregen tijdens mijn zwangerschap gaan die daarna weer weg 
2870,ik heb stekende pijn in mijn onderrug
2871,ik heb veel helderrood bloedverlies
2872,ik heb veel last van harde buiken zal het de stress zijn
2873,ik heb vermoeide benen
2874,ik houd overal vocht vast dik hoofd olifantenbenen dikke voeten 
2875,ik houd vocht vast 
2876,ik moet braken
2877,ik moet de hele tijd plassen
2878,ik moet kotsen
2879,ik moet overgeven
2880,ik heb al enige tijd erg hoge koorts rond 42 2 
2881,ik moet zoveel naar de wc niet meer normaal
2882,ik verlies bloed daar beneden 
2883,ik verlies bloed het is veek 
2884,ik verlies veel bloed uit mijn vagina 
2885,ik voel me algeheel ziek en heb koorts ben 34 weken zwanger 
2886,ik voel mijn kindje niet meer bewegen
2887,ik voel veel minder leven in mijn buik dan anders
2888,ik zie sterretjes en lichtflitsen voel me echt niet goed 
2889,mijn ontlasting is hard en ik moet erg veel persen 
2890,mijn vriendin is zwanger en schudt met haar hele lijf ik kan niet goed contact met haar maken 
2891,nu ik zwanger ben moet ik elke dag inlegkruisjes indoen ik verlies zoveel vocht 
2892,tussen de weeeen door blijf ik pijn houden 
2893,voel een stekende pijn op mijn borst
2894,volgens mij zijn mn vliezen gebroken
2895,partus
2896,zwanger
2897,zwangerschap
2898,ik ben hiv positief en heb sinds gisteren koorts
2899,ik ben aan het bevallen maar heb opeens last van koorts
2900,ik ben een paar weken geleden in kenia geweest en heb nu opeens koorts gekregen kan het iets ernstigs zijn 
2901,ik ben grieperig en heb koorts
2902,ik ben zwanger en heb sinds een paar uur 39 5 graden koorts
2903,ik heb t koud en tril en voel me niet lekker
2904,ik heb 39 graden koorts
2905,ik heb al een week boven de 39 graden koorts
2906,ik heb al een week koorts
2907,ik heb de afgelope jaar meerder keren koorts gehad en heb het nu weer 
2908,ik heb de griep
2909,ik heb erg last van koude rilingen
2910,ik heb heel erg hoge koorts
2911,ik heb hoge koorts en heb al langere tijd geen eetlust meer verder val ik vaak even weg 
2912,ik heb koorst stijfheid in mijn nek en ben niet altijd bij bewustzijn het doet pijn als ik mijn nek buig 
2913,ik heb koorts
2914,ik heb koorts en heb rillingen
2915,ik heb koorts en heb rode uitslag kan dit petechien zijn 
2916,ik heb koorts aangezien ik geen milt meer heb zei de arts dat ik dan direct contact moet opnemen
2917,ik heb opeens hoge koorts ben twee weken geleden terug gekomen uit indonesie moet ik mij zorgen maken 
2918,ik heb rode vlekken op mijn borst gepaard met 39 5 koorts
2919,ik heb sinds woensdag koorts
2920,ik heb verhoging
2921,ik kom net terug van safari uit tanzania maar heb sinds een dag voor vertrek koorts
2922,ik onderga chemo maar heb opeens last van hoge koorts 
2923,ik voel me beroerd en heb verhoging koorts
2924,ik voel me de hele tijd erg koud
2925,is heb een erg zwakke weerstand en heb koorts
2926,mijn kind wilt al dagen niet eten ik kan niet contact krijgen en heeft hoge koorts
2927,mijn koorts is rond de 42 hoe kan ik die verlagen 
2928,mijn koorts is super hoor
2929,mijn lichaamstemperatuur is 39 4 graden en ik voel me erg zwak heb geen eetlust etc 
2930,mijn lichaamstemperatuur is te hoog
2931,mijn moeder heeft hoge koorts en ik kan niet contact met haar krijgen hij is wel bij bewustzijn
2932,mijn vader heeft koort en geeft een apatische indruk
2933,mijn vader heeft koorts klaagt over zijn nek en ik kan vaak geen contact met hem krijgen
2934,mijn vrouw is 5 dagen geleden bevallen en heeft nu hoge koorts ze heeft rillingen 
2935,mijn vrouw is aan het bevallen maar ik heb het gevoel dat ze koorts heeft is dit gevaarlijk 
2936,wat moet ik doen als mijn koorts wel 43 graden is
2937,wat moet ik doen bij hele hoge koorts
2938,wat te doen bij koorts
2939,ik denk steeds dat ik naar de wc moet maar dan komt er niks 
2940,ik heb hele hard ontlasting en ik poep maar een of twee keer in de week 
2941,ik heb jeuk rond mijn poepgat 
2942,ik heb last van een hoge koorts met diarree als ik naar de wc moet komt er ook bloed uit
2943,ik heb last van een zwarte en kleverige ontlasting
2944,ik heb last van melena
2945,ik heb veel last van een opgeblazen gevoel kan moeilijk naar de wc 
2946,ik heb zoveel jeuk rond mijn anus ik word er helemaal gek van 
2947,in mijn ontlasting zit bloed
2948,ik heb koude benen
2949,mijn kind heeft bloed tussen zijn ontlasting zitten
2950,mijn onlasting lijkt erg plakkerig en ruikt raar ik voel me daarnaast erg slecht ik heb idee dat ik zometeen ga flauwvallen
2951,mijn ontlasting heeft een zwarte kleur en ruikt ook heel raar
2952,mijn zoon verliest bloed bij het ontlasten
2953,tijdens het ontlasten heb ik heel veel pijn
2954,tijdens het ontlasten heb ik last van heftige pijnsteken
2955,tijdens het ontlasten kwam er ook bloed mee
2956,tijdens het poepen kwam er ook bloed uit
2957,rectale klacht
2958,rectale klachten
2959,bij elke stap krijg ik een hevige steek in mijn rechter enkel
2960,de doktor zei dat ik contact opnemen als ik uitstralende pijn naar mijn benen voel ik heb namelijk een hernia gehad
2961,het lijkt alsof ik op watten loop 
2962,het voelt alsof mijn linker been in de brand staat
2963,ik ben bang dat ik een ontsteking heb aan mijn knie hij is rood en warm verder heb ik ook 39 graden koorts 
2964,ik denk dat ik mijn kuit verrekt heb gisteren voelde het ineens of ik een tennisbal tegen mijn kuit aankreeg terwijl dit niet zo was ik kon toen wel doorspelen maar vanaf vanmorgen kan ik mijn voet niet normaal meer afwikkelen 
2965,ik gebruik steunkousen mijn nu het zo warm is zijn ze erg onprettig is het heel erg als ik ze soms niet draag 
2966,ik heb al langere tijd vreemde beenklachten zoals stijfheid en krampen ze gaan weer weg als ik zit 
2967,ik heb diabetes en voel de zolen van mijn voeten niet goed soms heb ik een blaar en voel ik het niet eens 
2968,ik heb een dikke en warme grote teen er zitten kleine witgele knobbeltjes op mijn teen lopen is pijnlijk 
2969,ik heb een doof gevoel in mijn voet 
2970,ik heb een erg opgezette been met veel vocht verder voel ik mij erg kortademig
2971,ik heb een hele scherpe pijn in mijn rechter bovenbeen
2972,ik heb een open wond op mijn been die nu dik en rood is ik ben bang dat die onstoken is
2973,ik heb een stekende pijn in mijn linkerbeen
2974,borstvoeding probleem
2975,ik heb een wond aan mijn been die niet wil helen ik rook een pakje per dag 
2976,ik heb erg last van mijn linker been er zit veel vocht en is ook roder dan normaal
2977,ik heb gips maar het is heel erg strak is dit normaal 
2978,ik heb gisteren gesport en nu heb ik zoveel spierpijn dat ik niet meer normaal kan lopen moet ik me zorgen maken 
2979,ik heb hele koude poten
2980,ik heb koorts en een opgezette knie kan dit met elkaar te maken hebben
2981,ik heb last van mijn hamstrings kan ik nu komend weekend wel gewoon gaan voetballen 
2982,ik heb meerdere malen gehad dat mijn knieen het begeven
2983,ik heb pijn en kramp in mijn kuiten als ik iets langer moet lopen als ik even stilgestaan heb gaat het wel weer maar dat blijft steeds terug komen 
2984,ik heb rusteloze benen steeds het gevoel dat ik ze moet bewegen kan niet ontspannen 
2985,ik heb sinds een week gips en het jeukt heel erg de laatste tijd is dit normaal 
2986,ik heb steeds minder kracht in mijn linker been 
