;text
3269;hoi, ik heb een week geleden een henna tattoo laten zetten en kreeg daar na een week veel jeuk aan. nu blijkt dus dat het een allergische reactie is. moet ik hiermee naar de huisarts?
3270;Ik heb de laatste dagen last van een beetje pijnlijke tong, heb niks gegeten wat scherp of zout was, gebruik geen medicijnen en verder is er niets bijzonders aan de tong te zien, wat kan het zijn? Wat kan ik er eventueel aan doen?
3271;Beste Ik ben gebeten geweest aan mijn onderbeen. Eerst leek het op een muggenbeet en brandde het enorm en nu 3 dagen later is het een ronde roze paarsachtige vlek geworden die elke dag wat groter komt, zou ik hiermee naar de dokter moeten ?
3272;Gestoken kind 3 jaar. Weten niet waardoor in het midden is het rood, daarom heen wit en rood(klopt) en daaromheen rood
3273;Heb rare plek op been jeukt, sinds afgelopen zaterdag. Ben daarvoor s'nachts geprikt. Attachments: image.jpeg
3274;Ik ben 2 dagen geleden gebeten door een steekvlieg de plek is rood,dik,hard en heet
3275;Ik ben 2 dagen geleden gestoken Door een bij. Maar mijn voet word nu steeds dikker. Wat moet ik doen?
3276;Ik ben ooit eens gestoken 2 keer achter elkaar door een wesp en ik weet dat ik niet allergisch ben, maar kun je een wespenallergie alsnog krijgen? Ben daar benieuwd naar. Bij voorbaat dank,
3277;Ik zat net nog geen halfuur in de zon en ik kreeg al een roodwit vlekkenpatroon op mijn benen. Nu ben ik een halfuur uit de zon en is het weg. Dus het verkleurd niet blijvend als vlekken zegmaar. Kan dit een vorm van schimmel zijn (las zoiets op internet) of komt het door de zon?
3278;Ik ben op vakantie in Spanje. Ik heb al 4dagen last van griepachtige verschijnselen/koorts en een rode kring/plek om mijn been.Wat kan ik het beste doen omdat ik in het buitenland ben.
3279;Ik heb chloorlucht ( chloor gemend met schoonmaakazijn) ingeademd ( enkele minuten) en nu heb ik last van prikkelende keel/ bovenste luchtwegen
3280;Ik heb hier last van, na het zonnen krijg ik jeukende rode vlekken, is dit zonne allergie? Ik heb hier nog nooit last van gehad kan dat ineens zomaar? Zijn er tips? Gaat het weg naarmate je meer zon op je lichaam gewent ben weer?
3281;Ik heb hier last van, na het zonnen krijg ik jeukende rode vlekken, is dit zonne allergie? Ik heb hier nog nooit last van gehad kan dat ineens zomaar? Zijn er tips? Gaat het weg naarmate je meer zon op je lichaam gewent ben weer? Ik ben 2 dagen geleden gestoken Door een bij. Maar mijn voet word nu steeds dikker. Wat moet ik doen?
3282;Meisje 10 jaar op 8 september tijdens schoolkamp een teek in haar nek ontdekt. Heeft daar zeker v.a. 7 september maar dat zou ook eerder kunnen zijn gezeten. Nu kun je nog goed de plek zien waar de teek heeft gezeten. Moet ik met haar naar de huisarts om te laten zien?
3283;Op dit moment nis mijn oog helemaal dik omdat er muggen bulten bij het oog zitten en je oog hier door is op gaan zetten, zijn er middelen hier voor dat het oog weer wat afzakt,mijn zicht is wel goed maar zou erg fijn zijn als de dikte van het oog wat kan afzakken
3284;Vandaag ontdenkte ik op de kuit van mijm zoontje een rode rand om een plek. Is dit het gevolg van een tekenbeet?
3285;Als ik op bezoek ga bij mijn buren krijg ik overal jeuk. Ik denk dat ik allergisch ben voor de kat van de buren.
3286;Ben allergisch voor alle dieren.
3287;Elke keer als ik in de zon ben geweest krijg ik allemaal van die bultjes. Ik denk dat ik zonneallergie heb. Wat kan ik daar aan doen?
3288;Er zat een wesp in mijn drinken. Toen ik een slok nam, stak die me aan de binnekant van mijn wang. Wat moet ik doen?
3289;IK heb een erge allergische reactie
3290;Ik ben allergisch voor noten en nu voel ik dat ik geen lucht krijg
3291;Ik ben door een bij gestoken, en heb nu erg veel moeite met ademen.
3292;Ik ben door een steekvlieg geprikt. Dit was heel pijnlijk en nu heb ik op die plek een bult zitten. Is dit gevaarlijk?
3293;Ik heb geprobeerd een teek te verwijderen, maar er is een deel blijven zitten. Deze krijg ik er niet zelf uit.
3294;Ik ben erg allergisch voor wespen, en ben net gestoken. Ik heb mijn epi-pen niet bij me
3295;Ik ben gestoken door een bij
3296;Ik ben gestoken door een wesp
3297;Ik ben gestoken, en dan niet helemaal niet ademen. Het is ongeveer 5 minuten geleden gebeurt.
3298;Ik ben kapper en heb opeens heel veel last van droge en rode handen. Ze doen pijn en er zitten kloven in mijn huid.
3299;Ik ben net gestoken door iets en ik denk nu een allergische reactie te hebben.
3300;Ik denk dat ik een allergische reactie heb. Mijn gezicht is helemaal dik.
3301;Ik denk dat ik een anafalaktische reactie heb.
3302;Ik heb allemaal jeukende bultjes op mijn huid. Ik weet niet hoe dit komt, ik heb helemaal niks voelen prikken.
3303;Ik heb branderige, prikkende ogen. Heb het idee dat ik een slaaptekort heb en ben soms benauwd. Zou ik een allergie kunnen hebben.
3304;Ik heb een allergische reactie nadat ik gestoken ben door een wesp
3305;Ik heb het gevoel dat ik niet genoeg lucht binnenkrijg, ik denk misschien dat het komt doordat ik door een wesp ben gestoken
3306;Ik heb in het voorjaar altijd een loopneus.
3307;Ik heb ineens een hele dikke tong, kan niet goed meer slikken
3308;Ik heb ineens veel jeuk en denk dat ik door iets ben gestoken
3309;Mijn gezicht helemaal opgezet, maar weet niet helemaal waarom
3310;Ik heb moeite met ademen, ik ben net gestoken door een wesp
3311;Ik moet continu niezen, dit is heel hinderlijk. Het duurt nu al een paar maanden. In de winter heb ik geen last. Ook in de nacht heb ik minder last. Vooral als ik mijn hond aan het uitlaten ben.
3312;Ik moet heel veel niezen, lopende neus. Huisstofmijt hoe krijg ik dat weg?
3313;Ik voel ineens dat mn keel dicht begint te zitten. Ik heb een pinda en noten allergie en let altijd goed op of er niks in mijn eten zit.
3314;Mijn keel zit dicht en kan niet goed meer ademen.
3315;Mijn ogen zijn rood en jeuken.
3316;Mijn twee jarige neefje begon direct te huilen na het eten van een cashew noot. Hij klaagde over keelpijn en hij moest overgeven. Daarna hoorde ik dat hij een piepende ademhaling had.
3317;Mijn zoontje van drie maanden heeft overal huiduitslag. Het is begonnen toen hij een maand oud was, eerst in zijn gezicht en later verspreid over de rest van zijn lichaam. Het heeft veel jeuk en krabt zichzelf de hele tijd.
3318;Rode uitslag en vlekken, het lijkt steeds op een andere plek te zitten.
3319;Toen ik klein was ben ik een keer naar het ziekenhuis geweest, nadat ik gestoken was door een wesp. Nu ben ik daarnet weer gestoken en voel me niet goed.
3320;allergie
3321;allergische reactie
3322;ik heb een allergische reactie
3323;insectensteek
3324;Ik heb sinds 2 dagen last van keelpijn, heb verder geen andere klachten. Moet ik mij laten testen?
3325;Ik ben erg verkouden, met loopneus en hoesten, maar ik ben dat altijd rond de herfst. Ik heb geen koorts. Zou dit alsnog corona kunnen zijn?
3326;Ik ruik en proef sinds gisteren helemaal niks meer. Verder voel ik mij nog helemaal prima.
3327;Ik ben in contact geweest met iemand die nu positief is getest op Corona. Wat moet ik nu doen?
3328;Ik heb al een aantal dagen hoofdpijn en ben echt heel moe de laatste tijd, terwijl ik wel gewoon op tijd naar bed ga.
3329;Ik heb veel last van diarree, terwijl ik niks anders gegeten heb dan normaal. Ik heb daarnaast sinds gisteren een kuchje.
3330;Ik heb koorts en ben snel benauwd.
3331;Ik heb sinds gisteren last van een droge hoest en heb een schore stem gekregen.
3332;Ik ben erg vermoeid de laastse tijd en heb spierpijn in mijn hele lichaam.
3333;Ik heb een verstopte neus, waarbij ik mijn reukvermogen kwijt ben. Ik proef wel nog goed. Ik heb verder geen klachten.
3334;Mijn partner heeft corona, ik heb zelf geen klachten. Wat is het advies?
3335;Ik heb koorts en last van hoesten. Heb daarbij ook een drukkende pijn op de borst, het voelt wel alsof er een olifant op staat.
3336;Ik voel me echt heel ziek, lig ziek op bed, hoofdpijn, overal spierpijn, volgens mij ook koorts. Voelt als griepje, moet ik me alsnog laten testen?
3337;Ik heb sinds een paar dagen last van hoesten en verstopte neus, dacht eerst gewoon een verkoudheid. Maar nu sinds vandaag steeds kortademiger en ook last van koude rillingen. Ik heb geen thermometer thuis.
3338;Ik heb sinds gisteren griepsymptomen en krijg nu echt weinig lucht waarbij ik al uitgeput raak van een paar meter door het huis lopen.
3339;Ik heb boven de 38.5 graden koorts en hoofdpijn, heb verder geen hoest of verkoudheid, ben wel erg moe.
3340;Ik proef niks meer
3341;Mn keel doet pijn, kan zelfs niet meer goed slikken. Hoef niet te hoesten
3342;Ik heb een hoestje sinds gisteren, voel me verder oke
3343;Lig al paar dagen op bed omdat ik me ziek voelde, maar krijg het steeds benauwder. Heb ik longonsteking?
3344;Ik heb de laatste tijd vaak dat ik door mijn benen zak
3345;Ik heb een hernia gehad en heb nu last van mijn benen
3346;Ik heb een verband om mijn been, maar het blijft er doorheen bloeden
3347;Ik heb een zeurderige pijn aan mijn benen
3348;Ik heb elke nacht restless legs
3349;Ik heb erg veel pijn aan mijn been, het is begonnen na mijn hernia
3350;Ik heb erge veel pijn bij het bewegen van mijn benen. Dit word steeds erger. Als ik mijn benen omhoog houd dan is het oke
3351;Ik heb heel veel vocht in mijn knie, het doet erg veel pijn
3352;Ik heb last van mijn benen
3353;Ik heb last van mijn benen, kan dit door mijn hernia komen
3354;Ik heb mij verstapt en heb nu heel erg last van mijn enkel. Hoelang moet ik het aanzien voordat ik naar de doktor moet?
3355;Ik kan mijn ene knie niet meer bewegen
3356;Ik heb opeens hele vreemde tintelingen aan mijn benen
3357;Ik heb sinds een paar dagen erg weinig kracht in mijn benen
3358;Ik heb sinds een paar uur erg kramp aan mijn benen
3359;Ik heb soms tijdelijke uitvalsklachten van mijn benen.
3360;Ik heb zoveel pijn aan mijn been dat ik er niet op kan staan
3361;Ik kan niet goed ademhalen en heb ook erg veel last van mijn benen
3362;Ik kan sinds gister avond mijn benen niet meer bewegen
3363;Ik neem antibiotica voor een ontsteking van mijn benen, na hoeveel tijd moet de zwelling afnemen?
3364;Mijn benen vallen dagelijks meerdere keren in slaap
3365;Mijn benen voelen alsof ze in brand staan
3366;Mijn benen zijn dik en rood en ik heb moeite met ademhalen
3367;Mijn enkel doet opeens heel erg pijn
3368;Mijn enkel doet opeens heel erg veel pijn
3369;Telkens als ik opsta duurt het een tijdje voordat ik mijn benen weer kan voelen en ik kan lopen
3370;been
3371;Bij elke stap krijg ik een hevige steek in mijn rechter enkel
3372;De doktor zei dat ik contact opnemen als ik uitstralende pijn naar mijn benen voel. Ik heb namelijk een hernia gehad
3373;Het lijkt alsof ik op watten loop.
3374;Het voelt alsof mijn linker been in de brand staat
3375;Ik heb een hele scherpe pijn in mijn rechter bovenbeen
3376;Ik ben bang dat ik een ontsteking heb aan mijn knie. Hij is rood en warm. Verder heb ik ook 39 graden koorts.
3377;Ik denk dat ik mijn kuit verrekt heb. Gisteren voelde het ineens of ik een tennisbal tegen mijn kuit aankreeg, terwijl dit niet zo was. Ik kon toen wel doorspelen, maar vanaf vanmorgen kan ik mijn voet niet normaal meer afwikkelen.
3378;Ik gebruik steunkousen, mijn nu het zo warm is zijn ze erg onprettig. Is het heel erg als ik ze soms niet draag?
3379;Ik heb al langere tijd vreemde beenklachten zoals stijfheid en krampen. Ze gaan weer weg als ik zit.
3380;Ik heb diabetes en voel de zolen van mijn voeten niet goed. Soms heb ik een blaar en voel ik het niet eens.
3381;Ik heb een dikke en warme grote teen. Er zitten kleine witgele knobbeltjes op mijn teen. Lopen is pijnlijk.
3382;Ik heb een doof gevoel in mijn voet.
3383;Ik heb een erg opgezette been met veel vocht. Verder voel ik mij erg kortademig
3384;Ik heb een open wond op mijn been, die nu dik en rood is. Ik ben bang dat die onstoken is
3385;Ik heb een stekende pijn in mijn linkerbeen
3386;Ik heb een wond aan mijn been die niet wil helen. Ik rook een pakje per dag.
3387;Ik heb erg last van mijn linker been er zit veel vocht en is ook roder dan normaal
3388;Ik heb gips, maar het is heel erg strak. Is dit normaal?
3389;Ik heb gisteren gesport en nu heb ik zoveel spierpijn dat ik niet meer normaal kan lopen. Moet ik me zorgen maken.
3390;Ik heb hele koude poten
3391;Ik heb koorts, en een opgezette knie. Kan dit met elkaar te maken hebben
3392;Ik heb koude benen
3393;Ik heb last van mijn hamstrings. Kan ik nu komend weekend wel gewoon gaan voetballen?
3394;Mijn rechter been is erg opgezet en voelt warm aan
3395;Ik heb meerdere malen gehad dat mijn knieen het begeven
3396;Ik heb pijn en kramp in mijn kuiten als ik iets langer moet lopen. Als ik even stilgestaan heb gaat het wel weer, maar dat blijft steeds terug komen.
3397;Ik heb rusteloze benen, steeds het gevoel dat ik ze moet bewegen. Kan niet ontspannen.
3398;Ik heb sinds een week gips, en het jeukt heel erg de laatste tijd. Is dit normaal?
3399;Ik heb steeds minder kracht in mijn linker been.
3400;Ik heb verhoging en mijn enkel is opeens heel erg dik
3401;Ik heb vroeger heel fanatiek aan volleybal gedaan. Ik rende daarbij vaak in de duinen met extra gewicht om mijn sprongkracht te verbeteren. Nu heb ik veel last van mijn beide knieen. Nu doe ik al een tijd rustiger aan, maar soms als ik weer wat doe heb ik veel last van mijn knieen. Ook zijn ze vaak dik.
3402;Ik heb vroeger veel aan voetbal gedaan. Toen ging ik best vaak door mijn linker enkel. Nu voel ik me eem hele oude man als ik mijn bed uitkom. Als ik even aan het lopen ben gaat het weer wat beter.
3403;Ik heb zeunuwpijn aan mijn benen
3404;beenpijn
3405;Ik kan mn voet niet meer goed afwikkelen.
3406;Ik struikel de laatste tijd steeds meer.
3407;Ik voel een heftige steek in mijn knie
3408;Mijn benen doen erg pijn, zelfs als ik in bed lig. De pijn vermindered als mijn benen rusting naar beneden hangen.
3409;Mijn enkels zijn opgezet.
3410;Mijn benen voelen al meerdere uren alsof ze in slaap zijn
3411;Mijn benen zijn rood en voelen warm aan. Het doet ook pijn als ik het aanraak.
3412;Mijn benen zijn zo erg opgezwollen en verkleurd dat ik niet meer in mijn jeans pas en ik adem zwaar
3413;Mijn enkel is rood en dik, het voelt ook warm. Is dit een ontsteking?
3414;Mijn rechter been doet sinds gisteravond erg pijn
3415;Mijn knie is erg opgezet en het doet pijn
3416;Mijn knie is opslot en ik kan heb nu niet buigen.
3417;Mijn knie is rood, dik en warm. Verder heb ik koorts
3418;Mijn knie zit opeens vast
3419;Mijn schoen knelde de afgelopen tijd. Heel gek dat ik niks gevoeld heb maar nu wel een grote blaar op mijn voet heb.
3420;Mijn verband ruikt vreemd
3421;Mijn wonden helen niet goed
3422;Onprettig, jeukend gevoel in mijn benen. Vooral 's nachts.
3423;beenklachten
3424;nagelriem ontstoken
3425;Ik heb last achter mijn schouderbladen/bovenrug ik weet niet de oorzaak ik heb get sinds 3 dagen.
3426;Hallo, ik word nu al 1 week elke dag wakker met pijn in mijn beide schouders Hoe kan dat ?
3427;Ik heb mij 12 dagen geleden heel de bovenkant van mijn arm gestoten. Ik kreeg een blauwe plek (deze verdwijnt langzamerhand). Maar mijn arm voelt nog steeds heel zwaar. Is dit een kneuzing?
3428;Twee weken geleden gevallen. Nu pijnlijke schouder rechts. Bewegingen zijn pijnlijk.
3429;gisteren zat ik gezellig met een paar vriendinnen, achterin de auto, plots kregen we een botsing. iedereen nogal geschrokken maar geen letsel tenminste. vanmorgen werd ik wakker met hevige (spier)pijn in mijn ene schouder. komt dat door de klap, trekt het vanzelf weg?
3430;Branderige pijn in nek en schouders. Leeftijd 57,vrouw
3431;Ik heb uitstralingspijn in mijn arm van een nekhernia en pijn in mijn elleboog van een tennisarm, hoe kom ik hier vanaf
3432;Hallo Ik heb al maanden pijn in me spieren rondom me schouder.Me schouder zelf doet geen pijn.Het is me borstspier me achterkant schouder me ribben en me oksel.Wie herkent dit? Groetjes
3433;Al enige tijd een tintelend gevoel in mijn arm. Voelt als elektrische spiertrekking. Soms ook even in benen. Fysio en manueel therapie helpen niet. Voelt of er een zenuwblokkade zit. Als meer dan 10 jaar pijnlijke rug (wervels)
3434;Als ik zit krijg ik een heel erge pijn in mijn rechter boven arm,en als het te lang duurt gaan mijn vingers tintelen. Maar als ik lig of sta heb ik er geen last van. Wat zou dat kunnen zijn?
3435;Geen idee waar het vandaan komt mij ik heb gewoon op dezelfde plek nu 2 weken lang last van tintenlingen in mijn schouder en het is altijd savonds iemand herkenbaar wat zou ik eraan moeten doen ben 27 en heb 4 maanden geleden een kindje gehad Maar het is pas sinds 2 weken begonnen!
3436;Hallo, ik ben tijdens het voetballen op mijn uitgestrekte arm gevallen en nu heb ik last van mijn schouder. Ik kan bijvoorbeeld mijn arm niet te hoog opheffen of dingen optillen.
3437;Hallo, ik heb al een hele tijd een onderhuidse bobbel op mijn pols die soms pijn doet. En als ik mijn pols draai knakt het. Wat zou het kunnen zijn? En is het verstandig om naar een dokter te gaan?
3438;Hallo, ik heb laats mijn schouder gebroken en ik had een scheurtje in mijn bovenarm. De eerste 2 dagen verlopen soepeltjes maar sinds vandaag heb ik een soort van krampaanvalletjes in mijn bovenarm. Is dit normaal?
3439;Hoi hoi, Ik heb sinds anderhalve week veel pijn in mijn rechterelleboog en arm. Heb soms tintelingen en dan weer geen gevoel. Ik mis mijn linkeronderarm ook nog,dus veel rusten gaat nie. Ik doe er ook nog ijs om. Wie weet wat ik nu nog kan doen? Gr Henny
3440;Ik ben vanmorgen wakker geworden met hevige pijn naast mijn linker schouderblad. Als ik diep inadem krijg ik ook enorme steken en als ik beweeg doet het ook erg pijn. Wat zou dit kunnen zijn?
3441;Ik heb mijn pols overbelast. Klachten worden erger. Trekt door tot aan elleboog. Wat kan ik hieraan doen?
3442;Ik heb pijn achter in schouderblad dat doortrekt naar arm en oksel en kan arm niet ontspannen wegens stekende pijn
3443;Ik heb pijn in de rechter bovenarm. Kan de arm wel recht naar boven strekken, maar niet opzij. Problemen met slapen, is zeer pijnlijk.
3444;Ik heb pijn in mijn linkerschouder boven de schouderlijn. Als arm naar beneden hangt is er geen pijn. Ik ben 68 jaar en gebruikgemaakt medicijnen.
3445;Ik heb pijn in mijn schouder als ik mijn arm naar achter beweeg Moet ik naar de huisarts ik heb hier al een paar maanden last van
3446;Ik heb vanavond plots last van zenuw trekken in binnenkant onderarm.mijn hand gaat licht op en neer.het is een krampachtiggevoel in mijn arm.Wat moet ik hier mee?
3447;LS onze 4 jarige dochter sprong vanavond op de onderarm van mijn vrouw. Sindsdien doet die arm haar erg veel pijn. Ze kan wel een vuist maken, maar pijn straalt uit naar hand en schouder. De plek kan aangeraakt worden
3448;Hoelang moet gips om je arm zitten?
3449;Mijn linker wijs en middel vinger tintelen al meer dan een uur. Ik heb daarbij ook (spier)pijn in mijn onder arm. Dit komt omdat ik eergisteren veel heb gesport. Is het mogelijk dat daardoor mijn vingers tintelen? Zou het ook een andere reden kunnen hebben?
3450;Sinds 3 dagen hebben ik last van mijn linkerbovenarm als ik hem in bepaalde houdingen heb. Dit begon eerst met pijn in mijn linkerborst en daarna trok het naar mijn arm. Ik ben net 2 weken gestopt met roken misschien dat dat er wat mee te maken heeft. Ik ben 19 jaar. En slikt geen medicijnen
3451;Sinds 4 dagen heb ik een pijnlijk bultje onder me oksel. Alleen weet ik niet zo goed wat het is, voor me gevoel word die ook groter. Ook als ik me arm beweeg voel ik de pijn bij het bultje. Alleen weet ik niet zeker of ik er acuut mee naar de dokter moet, of dat ik het nog de rest van de week aan kan kijken.
3452;Sinds vanmorgen doen mijn beide oksels zeer. Het maakt niet uit wat ik doe met mijn armen maar het blijft trekken. Als ik in mijn oksel druk doet het alleen nog maar meer pijn. Ik kan er verder niets aan zien of voelen (bobbeltjes). Iemand enig idee?
3453;IK kan al een lange tijd mijn arm niet meer bewegen
3454;ben een week geleden geopereerd aan een triggerfinger, maar mijn vinger blijven naar een week nog dik. is dit gewoon of niet,
3455;heb last van mijn linker bovenarm. Zo kan ik er alles mee totdat ik hem omhoog moet doen en moet draaien. Dus bovenmijn hoofd dat gaat niet. Dit is in een keer komen opzetten.
3456;ik ben 57 jaar en ik heb al 2 weken last van een tennisarm en last van pjin
3457;ik heb een slijmbeurs in mijn schouder ik ben postvoorbereider bij postnl nu is mijn vraag mag ik wel werken, en moet ik mijn arm koelen of juist warm houden
3458;ik heb sinds gisterenmorgen pijn in mijn schouder, vooral als ik mijn linkerarm omhoog beweeg.
3459;ik hebben last van.n trillende handen. al van 35 jaar ben nu 78 vooral bij vermoeidheid
3460;kheb nual een 1week trekken en steken in mijn linkerarm en in mijn vingers wat wilt dit betekenen mijn dokter zegt stres maar dat kan ik echt nie mi geloven xs wachtend op een antwoord greetz keeny
3461;sedert enkele maanden wordt ik wakker omdat mijn linker arm hevig verdoofd is, feit is dan wel dat ik niet op die arm lig, ik slaap dan op mijn rechterschouder waarbij mijn linker arm volledig vrij op mij ligt
3462;zurende stekende pijn in rechter pols
3463;Het gips om mijn arm lijkt veel te strak te zitten, is dit normaal?
3464;Ik ben fysiotherapeut en heb altijd veel met mijn handen gewerkt. Nu heb ik de laatste tijd zoveel last van mijn duimgewricht. Ik vermoed dat het gewrichtsslijtage is.
3465;Ik heb de laatste dagen heel veel zitten studeren en schrijven. Nu heb ik een dikke bult op mijn elleboog.
3466;Ik heb een hele erg pijn in mijn arm maar ik heb geen idee waar het van komt.
3467;Ik heb een hevige pijn in men arm
3468;Ik heb erg veel pijn in mijn armen en voel me ook best wel misselijk.
3469;Ik heb sinds vanmorgen koorts en mijn armen zijn ook erg pijnlijk wat kan dit zijn?
3470;Ik heb veel pijn in mijn linkerarm. Ik denk dat het door mijn hernia komt.
3471;Ik kan mijn linkerarm niet meer bewegen
3472;Ik kon mijn arm net niet meer bewegen
3473;Ik kon mijn armen een tijdje helemaal niet meer bewegen.
3474;Ik kon zonet mijn armen helemaal niet meer bewegen maar het is nu weer beter
3475;Kan mijn hernia iets te maken hebben met het feit dat ik mijn armen maar moeilijk kan bewegen
3476;Mijn arm doet erg pijn en is ook erg opgezet en lijkt ook rood te worden
3477;Mijn arm doet zeer
3478;Mijn arm is helemaal dik en rood aan het worden. Op dit moment doet het ook best wel zeer.
3479;Mijn linkerarm is erg rood
3480;Nadat ik gevallen ben is er veel vocht in mijn arm gekomen, het doet me steeds pijn
3481;Vorige week heb ik mijn dochter geholpen met het verven van haar plafond. Nu krijg ik mijn arm niet meer de lucht in.
3482;Wanneer mag het verband van mijn pols af?
3483;arm
3484;armen
3485;armpijn
3486;mijn arm doet pijn
3487;De gewrichten in mijn arm lijken we opgezet te zijn. Ik heb ook nog koorts.
3488;Het gips om mijn arm jeukt heel erg
3489;Ik ben net op fietsvakantie geweest, waar we ongeveer 8 uur per dag op de fiets zaten. Ik ben niet gevallen. Maar ineens kreeg ik een doffe pijn in mijn armen. Links meer dan rechts. Ook heb ik soms last van tintelingen.
3490;Ik ben vandaag op mijn arm gevallen, nu wordt mijn pols steeds dikker. Het lijkt ook wel of de pols steeds warmer wordt. Het doet erg zeer.
3491;Ik ben zwanger en heb heel veel last van mijn handen. Ze tintelen enorm, als ik mijn handen schud wordt het soms een beetje minder.
3492;Ik denk dat mijn armen niet genoeg bloed krijgen
3493;Ik heb altijd in de bouw gewerkt en ook vaak met een trilplaat gewerkt. Nu heb ik steeds vaker last van mijn rechter pols. Het voelt heel stijf aan en als ik eenmaal wat aan het doen ben wordt het wel weer iets beter.
3494;Ik heb een rare soort stekende pijn in mijn rechter arm, wat is dit?
3495;Ik heb een zere arm
3496;Ik heb het de laatste tijd heel druk op mijn werk gehad en heb veel last van mijn onderarm. Ik denk dat ik last heb van een tenniselleboog.
3497;Ik heb steken in mijn arm
3498;Ik heb vermoeden dat mijn armen te weinig bloed toe voer hebben.
3499;Ik kan al zes uur lang mijn rechterarm niet meer bewegen.
3500;Ik kan sinds gisteren mijn armen niet meer goed bewegen, waardoor komt dit?
3501;Ik moet de hele tijd veel zweten en heb pijnlijke armen wat moet ik doen?
3502;Ik rook al jaren en nu heb ik geen gevoel meer in mijn ringvinger. Hij ziet erg bleek.
3503;Ik voel al effe niks meer in mijn rechterarm
3504;Ik voel al meer dan 6 uur niks meer in mijn rechterarm
3505;Ik voelde net niks meeer in mijn arm
3506;Mijn arm doet pijn en is opgezet
3507;Mijn arm doet zeer met pijnlijke gewrichten en ik heb koorts
3508;Mijn arm is opgezwollen
3509;Mijn oma had reuma. Nu heb ik ineens een dikke en pijnlijke pols. Kan ik nu hetzelfde hebben als mijn oma?
3510;Mijn rechter arm wil helemaal niks meer doen. Het is ongeveer twee uur geleden begonnen. Wat is dit?
3511;Sinds een aantal weken heb ik veel last van stijfheid in mijn gewrichten. Vooral in mijn handen. Precieze werkjes worden steeds lastiger voor mij.
3512;Wat moet ik doen als ik een hele zere arm heb.
3513;Wat moet ik doen als ik mijn arm plotseling niet meer kan bewegen
3514;armklacht
3515;armklachten
3516;De laatste tijd heb ik veel last van kriebelende oorhaartjes, soms ineens heel erg, de kriebel trekt dan zelfs door naar mijn keel. En soms kriebelt het zo hard dar het een beetje zeer doet. Volgens de huisarts zijn mijn oren prima in orde. Zou het misschien oorsmeer kunnen zijn dat irriteert? Komt dit iemand vekend voor?
3517;Achter mij linker oor heb ik al ruim een week een grote blaas,bobbel. Het is zacht en het lijkt wel of er vocht in zit. Het is pijnlijk als ik er op wil slapen of als ik het aanraak. Heeft iemand een idee wat het kan zijn en hoe of waardoor dit ontstaat? Vast bedankt.
3518;Ik hoor een gesuis in mijn rechteroor volgens mijn hartslag en ben enigszins duizelig
3519;Sinds twee dagen voel ik een druk in beide oren gehoor daardoor ook wat minder. Nou ook hoofdpijn en een constante druk in mijn hoofd. Toen ik even een stukje ging lopen met de hond werd ik duizelig en draaide de grond een paar keer. Wat kan dit zijn?
3520;3 x buisjes gekregen en nog steeds last van oorontsteking
3521;Door wind zelfs bij langzaam fietsen in de zomer of joggen last van pijn oren
3522;Hallo ik heb de afgelopen 3 dagen soms last van steken in het oor kan dit door teveel lawaai komen of kan dit geen kwaad?
3523;Heb al 3 weken keel oorpijn 2 keer dokter geweest griep zegt ze ik twjfel ondertussen want niks veranderd met zoveel medicatie antibioticum schrijjft ze niet voor moet ik naar een ander dokter
3524;Hoi ik heb soms een dof/verdoofd gevoel in en rond mn rechter oor, er zit soms ook een piepje bij. Weet iemand wat dit is en wat ik eraan kan doen.(het is niet constant en soms ook weken geen last van)
3525;Hoi is het normaal om soms echt heel af en toe oppeens heel even een piep in je oor te hebben?
3526;Ik ben afgelopen zaterdag uitgegaan, en vanaf dat moment voel ik druk in mn oren en hoor ik een piep. Maar als ik een tijdje in stille ruimtes ben heb ik minder tot geen last van de druk in mn oren nog wel de piep toon. is mijn oor overbelast?gaat dit over?
3527;Ik heb al een paar dagen een zachte piep in mijn oren en als ik er niet aan denk hoor ik het niet maar als ik op bed ga liggen op mijn zei dan hoor ik het wel Zeg alsjeblieft dat het weer vanzelf over gaat
3528;Ik heb al enkele maanden last van mijn linkeroor. Ik hoor het geluid van het pompen van het bloed. Ook s'nachts hoor ik het.
3529;Ik heb een klap op mijn oor gekregen en het lijkt of de pijn erger wordt. Als ik blaas komt er geen lucht uit mijn oren masr de binnenkant doet erg zeer
3530;Ik heb hoofdpijn keelpijn mijn keel voelt oogezet. En oorpijn. Mijn hoofd klopt helemaal en dan alleen aan de rechterkant
3531;Onze kleinzoon van 12 jaar is op schoolkamp geweest en thuis gekomen met heftige oorpijn. Paracetamol helpt niet. Wat nu.
3532;Oorpijn. Sinds gistermiddag. Paracetamol helpt niet. Sinds vandaag neusspray. Ze vergaat van de pijn. Ze is 17 jaar en heeft een hoge pijngrens. Dat komt door haar Fibromyalgie. Wat kunnen we nog meer doen.
3533;Sinds gisteren is mijn oorlel ontstoken (door gaatje van mijn oorbel). Nu is mijn oor 3 keer zo dik geworden. De pijn is best heftig en straalt nu door naar mijn kijk en het klopt continue. Moet ik dit laten checken bij een arts? Ik voel me ook helemaal niet lekker door dit.
